date	adjclose_GM	time	Y
17may2012	18.33761215209961	377	-.013786918
18may2012	17.97272872924805	378	-.020098722
21may2012	18.27821159362793	379	.016854189
22may2012	18.24427032470703	380	-.0018586513
23may2012	18.77886962890625	381	.028881205
24may2012	18.70249557495117	382	-.0040753135
25may2012	19.04192733764648	383	.017986283
29may2012	19.38984107971191	384	.018106023
30may2012	18.98252105712891	385	-.021230662
31may2012	18.8382682800293	386	-.0076282634
01jun2012	18.67703819274902	387	-.0085954824
04jun2012	17.91332244873047	388	-.041750159
05jun2012	18.03212738037109	389	.0066103144
06jun2012	18.52429580688477	390	.026928136
07jun2012	18.54126930236816	391	.00091586338
08jun2012	18.71097946166992	392	.0091114677
11jun2012	18.60067176818848	393	-.0059127919
12jun2012	18.81281089782715	394	.011340372
13jun2012	18.55824089050293	395	-.013624125
14jun2012	18.49884033203125	396	-.003205898
15jun2012	18.44792366027832	397	-.0027562201
18jun2012	18.18486785888672	398	-.014362014
19jun2012	18.44792366027832	399	.014362014
20jun2012	18.22729873657227	400	-.012031425
21jun2012	17.51449584960938	401	-.03989153
22jun2012	17.48055839538574	402	-.0019395577
25jun2012	16.89504051208496	403	-.034069195
26jun2012	16.84412956237793	404	-.0030179159
27jun2012	16.68289947509766	405	-.0096179908
28jun2012	16.81866836547852	406	.0081052706
29jun2012	16.73381233215332	407	-.0050581186
02jul2012	16.60652732849121	408	-.0076355324
03jul2012	17.53995513916016	409	.0546856
05jul2012	17.42963981628418	410	-.0063092345
06jul2012	17.23446846008301	411	-.011260836
09jul2012	17.15809631347656	412	-.0044412082
10jul2012	16.80169677734375	413	-.020990271
11jul2012	16.88655281066895	414	.0050377334
12jul2012	16.40287017822266	415	-.029061284
13jul2012	16.64896011352539	416	.014891429
16jul2012	16.44529724121094	417	-.012308205
17jul2012	16.63198661804199	418	.011288191
18jul2012	17.03081130981445	419	.023696387
19jul2012	17.0902099609375	420	.0034816491
20jul2012	16.42832946777344	421	-.03949853
23jul2012	16.37740898132324	422	-.0031043671
24jul2012	16.13981437683105	423	-.014613722
25jul2012	15.95312786102295	424	-.011634247
26jul2012	16.21618270874023	425	.016354762
27jul2012	16.69138336181641	426	.028882943
30jul2012	16.42832946777344	427	-.015885368
31jul2012	16.7253246307373	428	.017916765
01aug2012	16.68289947509766	429	-.0025398044
02aug2012	16.24163818359375	430	-.026806008
03aug2012	17.00535583496094	431	.045950141
06aug2012	16.84412956237793	432	-.009526141
07aug2012	17.32781028747559	433	.028310539
08aug2012	17.29386901855469	434	-.0019606953
09aug2012	17.52298545837402	435	.013161427
10aug2012	17.42963981628418	436	-.0053412793
13aug2012	17.37024307250977	437	-.0034136209
14aug2012	17.14961242675781	438	-.012782999
15aug2012	17.0902099609375	439	-.0034697917
16aug2012	18.10000991821289	440	.057406705
17aug2012	18.67703819274902	441	.031382378
20aug2012	18.55824089050293	442	-.0063809222
21aug2012	18.35458183288574	443	-.011034708
22aug2012	18.43943786621094	444	.0046124989
23aug2012	18.10849761962891	445	-.018110422
24aug2012	17.97272872924805	446	-.0075257714
27aug2012	18.00666999816895	447	.0018867063
28aug2012	17.76906776428223	448	-.013283066
29aug2012	18.07455253601074	449	.017045831
30aug2012	17.91332244873047	450	-.0089603048
31aug2012	18.11698722839355	451	.011305312
04sep2012	18.08304214477539	452	-.001875418
05sep2012	18.46489906311035	453	.020896981
06sep2012	19.05040740966797	454	.031216906
07sep2012	19.83109474182129	455	.04016266
10sep2012	19.50015449523926	456	-.016828759
11sep2012	19.49166488647461	457	-.00043545591
12sep2012	19.62743759155273	458	.0069415318
13sep2012	19.96686363220215	459	.017145617
14sep2012	20.48449516296387	460	.025594186
17sep2012	20.19598197937012	461	-.014184594
18sep2012	20.73058128356934	462	.026126293
19sep2012	21.00212097167969	463	.013013464
20sep2012	20.72209548950195	464	-.013422885
21sep2012	21.0445499420166	465	.01544107
24sep2012	20.67118072509766	466	-.017901123
25sep2012	19.9583797454834	467	-.035091404
26sep2012	19.84806632995605	468	-.0055425041
27sep2012	19.66987037658691	469	-.009018546
28sep2012	19.30498313903809	470	-.018724786
01oct2012	19.5934944152832	471	.014834337
02oct2012	20.09415245056152	472	.025231257
03oct2012	20.69663619995117	473	.029542334
04oct2012	20.91726493835449	474	.010603707
05oct2012	21.0445499420166	475	.0060667251
08oct2012	20.84937858581543	476	-.0093174726
09oct2012	20.67966651916504	477	-.0081732199
10oct2012	20.56086921691895	478	-.0057612071
11oct2012	20.92575073242188	479	.017590776
12oct2012	20.73906517028809	480	-.0089613646
15oct2012	20.77300834655762	481	.0016353403
16oct2012	21.03606414794922	482	.012583837
17oct2012	21.26517868041992	483	.010832626
18oct2012	21.6894645690918	484	.019755708
19oct2012	20.86635398864746	485	-.038688634
22oct2012	20.89180564880371	486	.0012190031
23oct2012	20.2553825378418	487	-.030936446
24oct2012	20.10263252258301	488	-.0075697848
25oct2012	20.05172348022461	489	-.0025356687
26oct2012	19.75472450256348	490	-.014922431
31oct2012	21.63855361938477	491	.091083936
01nov2012	21.79129028320313	492	.0070337481
02nov2012	21.88463592529297	493	.0042744731
05nov2012	21.69795417785645	494	-.0085668564
06nov2012	22.22406387329102	495	.023957681
07nov2012	21.23972320556641	496	-.045302495
08nov2012	20.97666549682617	497	-.012462512
09nov2012	21.24820518493652	498	.012861777
12nov2012	21.43489265441895	499	.0087476624
13nov2012	21.06152153015137	500	-.017572341
14nov2012	20.50994873046875	501	-.026537679
15nov2012	20.26386451721191	502	-.012070846
16nov2012	20.23841094970703	503	-.0012568958
19nov2012	21.15486526489258	504	.044287585
20nov2012	20.87483978271484	505	-.01332532
21nov2012	20.87483978271484	506	0
23nov2012	21.39246368408203	507	.0244941
26nov2012	21.4094409942627	508	.00079329702
27nov2012	21.22275352478027	509	-.0087581072
28nov2012	21.45186424255371	510	.010737667
29nov2012	22.13921165466309	511	.031538766
30nov2012	21.96100616455078	512	-.008081886
03dec2012	21.64703559875488	513	-.014399912
04dec2012	21.56217956542969	514	-.0039276872
05dec2012	21.21426391601563	515	-.016267052
06dec2012	20.84937858581543	516	-.017349638
07dec2012	21.37549591064453	517	.024921071
10dec2012	21.45186424255371	518	.0035663375
11dec2012	21.59612655639648	519	.0067024198
12dec2012	21.74886322021484	520	.0070475177
13dec2012	21.31609344482422	521	-.020099143
14dec2012	20.88332176208496	522	-.02051151
17dec2012	21.08698081970215	523	.0097049884
18dec2012	21.63006591796875	524	.025428461
19dec2012	23.06414604187012	525	.064195007
20dec2012	23.19992256164551	526	.0058696484
21dec2012	23.18294906616211	527	-.00073188636
24dec2012	23.47146224975586	528	.012368256
26dec2012	23.43752098083496	529	-.001447112
27dec2012	23.72603416442871	530	.012234734
28dec2012	23.63268852233887	531	-.0039420729
31dec2012	24.46429061889648	532	.034583669
02jan2013	24.71886444091797	533	.010352166
03jan2013	25.30437469482422	534	.0234106
04jan2013	25.33831787109375	535	.0013404967
07jan2013	25.16860389709473	536	-.0067204498
08jan2013	24.92251586914063	537	-.0098256944
09jan2013	25.43166160583496	538	.020223271
10jan2013	25.83049774169922	539	.015560959
11jan2013	25.76260757446289	540	-.0026317551
14jan2013	25.73714637756348	541	-.00098878914
15jan2013	25.96626472473145	542	.0088628521
16jan2013	24.87160110473633	543	-.043071549
17jan2013	25.02434730529785	544	.0061226087
18jan2013	24.84615135192871	545	-.0071463776
22jan2013	24.29457664489746	546	-.022449723
23jan2013	24.24366188049316	547	-.0020979247
24jan2013	24.42186164855957	548	.007323483
25jan2013	24.66794967651367	549	.010026117
28jan2013	24.46429061889648	550	-.008290289
29jan2013	24.14183807373047	551	-.013268174
30jan2013	23.70906066894531	552	-.018089073
31jan2013	23.83634948730469	553	.0053544231
01feb2013	23.90423583984375	554	.0028439702
04feb2013	23.72603416442871	555	-.007482742
05feb2013	24.26063346862793	556	.022282081
06feb2013	24.20123672485352	557	-.0024512787
07feb2013	24.15880393981934	558	-.0017548702
08feb2013	24.24366188049316	559	.0035063515
11feb2013	24.20972442626953	560	-.0014008292
12feb2013	24.2266902923584	561	.00070054183
13feb2013	24.32851791381836	562	.004194309
14feb2013	23.5478343963623	563	-.032615382
15feb2013	23.55632209777832	564	.00036038016
19feb2013	23.48843383789063	565	-.0028861158
20feb2013	22.99626541137695	566	-.021176293
21feb2013	22.49560928344727	567	-.022011682
22feb2013	23.00475120544434	568	.022380622
25feb2013	22.34286499023438	569	-.029193738
26feb2013	22.76715278625488	570	.0188118
27feb2013	23.25083351135254	571	.021022152
28feb2013	23.0386905670166	572	-.0091659799
01mar2013	23.0896053314209	573	.0022075295
04mar2013	22.98777770996094	574	-.00441986
05mar2013	23.40357780456543	575	.017926237
06mar2013	23.68360710144043	576	.011894217
07mar2013	23.65814781188965	577	-.0010755534
08mar2013	23.75997543334961	578	.0042948886
11mar2013	24.02303314208984	579	.011010624
12mar2013	24.07394599914551	580	.0021170925
13mar2013	23.81937980651855	581	-.01063065
14mar2013	23.89574813842773	582	.0032010141
15mar2013	23.93817520141602	583	.0017739325
18mar2013	23.79392051696777	584	-.0060443659
19mar2013	23.84483337402344	585	.0021374563
20mar2013	24.77826309204102	586	.038399216
21mar2013	24.29457664489746	587	-.019713638
22mar2013	23.94666290283203	588	-.014424164
25mar2013	23.89574813842773	589	-.0021284372
26mar2013	23.88725852966309	590	-.00035534007
27mar2013	23.81089210510254	591	-.0032020735
28mar2013	23.60723495483398	592	-.0085898964
01apr2013	23.59025955200195	593	-.00071933493
02apr2013	23.70058059692383	594	.0046656495
03apr2013	23.59025955200195	595	-.0046656495
04apr2013	23.53934860229492	596	-.0021604665
05apr2013	23.35266304016113	597	-.0079624029
08apr2013	23.41206359863281	598	.0025404014
09apr2013	23.36114883422852	599	-.0021770915
10apr2013	24.07394599914551	600	.030055841
11apr2013	25.21952247619629	601	.046488218
12apr2013	25.13466262817383	602	-.0033705214
15apr2013	24.53217506408691	603	-.02426235
16apr2013	25.00737190246582	604	.019185133
17apr2013	24.83766174316406	605	-.0068095378
18apr2013	24.59157752990723	606	-.0099571124
19apr2013	24.7358341217041	607	.0058489591
22apr2013	24.8206901550293	608	.0034246193
23apr2013	25.32983589172363	609	.020305399
24apr2013	25.83897399902344	610	.019900987
25apr2013	26.05960464477539	611	.0085024284
26apr2013	25.88140487670898	612	-.0068616481
29apr2013	26.12748908996582	613	.0094632292
30apr2013	26.16991806030273	614	.0016226035
01may2013	25.60986328125	615	-.021633023
02may2013	26.44145774841309	616	.031955585
03may2013	27.23911285400391	617	.029720765
06may2013	27.00151634216309	618	-.0087608881
07may2013	26.85725975036621	619	-.005356859
08may2013	27.22214698791504	620	.013494703
09may2013	26.85725975036621	621	-.013494703
10may2013	26.6620922088623	622	-.0072933771
13may2013	26.30568695068359	623	-.013457639
14may2013	26.77239990234375	624	.017586352
15may2013	27.41731452941895	625	.023803229
16may2013	27.48520088195801	626	.002472979
17may2013	28.35923194885254	627	.031304911
20may2013	28.59683227539063	628	.0083433334
21may2013	28.34225845336914	629	-.0089420294
22may2013	28.1980037689209	630	-.0051027355
23may2013	27.87554168701172	631	-.011501525
24may2013	27.89251518249512	632	.0006087175
28may2013	28.81745910644531	633	.032623041
29may2013	28.89382553100586	634	.0026465005
30may2013	29.39447975158691	635	.017178969
31may2013	28.75804710388184	636	-.021889266
03jun2013	29.20780181884766	637	.015518232
04jun2013	29.6660270690918	638	.015566662
05jun2013	28.86837387084961	639	-.027255856
06jun2013	29.22476959228516	640	.012269957
07jun2013	29.72543144226074	641	.016986333
10jun2013	29.47934722900391	642	-.0083130328
11jun2013	28.79200172424316	643	-.023592293
12jun2013	28.38468551635742	644	-.014247873
13jun2013	29.27568817138672	645	.030907659
14jun2013	29.09748840332031	646	-.0061055552
17jun2013	28.62228584289551	647	-.016466221
18jun2013	28.85988235473633	648	.0082668373
19jun2013	28.56289291381836	649	-.010344052
20jun2013	27.62946510314941	650	-.033225644
21jun2013	27.33245849609375	651	-.010807828
24jun2013	26.6620922088623	652	-.024832163
25jun2013	27.00151634216309	653	.012650236
26jun2013	27.62097549438477	654	.022682441
27jun2013	28.08768463134766	655	.016755745
28jun2013	28.2658863067627	656	.0063244356
01jul2013	28.85140419006348	657	.020503018
02jul2013	28.93625259399414	658	.0029365602
03jul2013	28.97020149230957	659	.0011725429
05jul2013	29.41994667053223	660	.015405135
08jul2013	29.39447975158691	661	-.00086600933
09jul2013	29.63207817077637	662	.0080506038
10jul2013	29.97999954223633	663	.011672981
11jul2013	30.66733932495117	664	.022667745
12jul2013	30.88796806335449	665	.0071685025
15jul2013	30.97282600402832	666	.0027435145
16jul2013	30.7012882232666	667	-.0088056242
17jul2013	30.85402679443359	668	.0049626548
18jul2013	31.26133728027344	669	.013114833
19jul2013	31.0661735534668	670	-.0062625431
22jul2013	31.19345092773438	671	.0040886067
23jul2013	31.0661735534668	672	-.0040886067
24jul2013	31.51591300964355	673	.014373033
25jul2013	31.46499252319336	674	-.0016170138
26jul2013	31.11708068847656	675	-.011118692
29jul2013	30.87100028991699	676	-.0079396451
30jul2013	30.97282600402832	677	.0032929983
31jul2013	30.4382266998291	678	-.017410964
01aug2013	30.94737434387207	679	.016588885
02aug2013	31.35468482971191	680	.013075532
05aug2013	31.18497276306152	681	-.0054273559
06aug2013	30.51460075378418	682	-.021731054
07aug2013	30.1072826385498	683	-.013438191
08aug2013	30.55702781677246	684	.014827612
09aug2013	30.56551933288574	685	.00027785217
12aug2013	30.53156852722168	686	-.0011113724
13aug2013	30.41277313232422	687	-.003898493
14aug2013	30.18366050720215	688	-.0075619537
15aug2013	29.3181209564209	689	-.029094948
16aug2013	29.17385673522949	690	-.0049327966
19aug2013	29.26719665527344	691	.0031943298
20aug2013	29.52177238464355	692	.0086607169
21aug2013	29.30114364624023	693	-.0075014904
22aug2013	29.69148635864258	694	.013233802
23aug2013	29.75089073181152	695	.0019987221
26aug2013	29.63207817077637	696	-.0040015755
27aug2013	28.58834266662598	697	-.03585846
28aug2013	28.78351783752441	698	.0068038902
29aug2013	29.2332592010498	699	.015504149
30aug2013	28.91929244995117	700	-.010798143
03sep2013	28.97020149230957	701	.0017588357
04sep2013	30.42125511169434	702	.048873778
05sep2013	30.82857704162598	703	.013300541
06sep2013	30.67583084106445	704	-.0049670101
09sep2013	30.95585823059082	705	.0090871863
10sep2013	31.39710998535156	706	.014153589
11sep2013	30.84553527832031	707	-.017723834
12sep2013	30.86251068115234	708	.00055018446
13sep2013	30.59945869445801	709	-.0085598817
16sep2013	30.73522567749023	710	.004427094
17sep2013	31.15102195739746	711	.013437639
18sep2013	31.88928985595703	712	.023423159
19sep2013	31.59228706359863	713	-.0093572019
20sep2013	31.25285911560059	714	-.010802147
23sep2013	31.50742530822754	715	.0081123784
24sep2013	31.77048301696777	716	.0083144093
25sep2013	31.54985809326172	717	-.0069685606
26sep2013	31.35468482971191	718	-.0062053991
27sep2013	30.86251068115234	719	-.015821492
30sep2013	30.52307891845703	720	-.011059118
01oct2013	30.47217178344727	721	-.0016692168
02oct2013	30.49762725830078	722	.00083501922
03oct2013	29.94605827331543	723	-.018251181
04oct2013	30.29397010803223	724	.011550981
07oct2013	29.85271644592285	725	-.014672847
08oct2013	29.02960014343262	726	-.027959835
09oct2013	28.98717880249023	727	-.001462382
10oct2013	29.57268333435059	728	.019997453
11oct2013	29.99696159362793	729	.014245021
14oct2013	29.97999954223633	730	-.00056561892
15oct2013	29.44540405273438	731	-.017992638
16oct2013	29.81028366088867	732	.012315584
17oct2013	30.2600269317627	733	.014974175
18oct2013	30.45519828796387	734	.0064290967
21oct2013	30.1242561340332	735	-.010925996
22oct2013	30.04788017272949	736	-.0025385837
23oct2013	29.74239921569824	737	-.010218505
24oct2013	30.23457336425781	738	.016412472
25oct2013	30.20063209533691	739	-.0011232285
28oct2013	30.37881851196289	740	.0058827517
29oct2013	30.59945869445801	741	.0072367131
30oct2013	31.59228706359863	742	.031930692
31oct2013	31.35468482971191	743	-.0075493185
01nov2013	31.72805213928223	744	.011837522
04nov2013	31.79594230651855	745	.0021374661
05nov2013	31.47349166870117	746	-.010193024
06nov2013	31.04919624328613	747	-.013572735
07nov2013	30.48064804077148	748	-.01848093
08nov2013	31.10860061645508	749	.020392336
